,CompanyName,Industry,Locations,LocationCount,Rating,InterviewCount,Reviews
5069,TP Southern Odisha Distribution,,-1,-1,204.0,20,
5070,Soothe Healthcare,Healthcare , Noida ,42,204.0,17,
5071,Shriram Fortune Solutions,Financial Services , Gurugram ,95,204.0,9,
5072,Lokesh Machines,Industrial Machinery , Hyderabad ,12,204.0,12,
5073,CRB Tech Solution,EdTech , Pune ,8,204.0,12,
5074,M Swasth Solutions,,-1,-1,204.0,16,
5075,Jay Ushin,Auto Components , Gurugram ,13,204.0,7,
5076,KisanKraft Machine Tools,Industrial Machinery , Bengaluru ,20,204.0,12,
5077,Orthosquare Dental Clinic,Healthcare , Mumbai ,26,204.0,16,
5078,AGROCEL INDUSTRIES,Chemicals , Bhuj ,24,204.0,16,
5079,Consilio,Legal , Bengaluru ,7,204.0,25,
5080,AYM Syntex,Fashion & Textile , Dadra & Nagar Haveli ,9,204.0,18,
5081,Lauren Information Technologies,IT Services & Consulting , Mumbai ,18,204.0,9,
5082,Turito,EdTech , Hyderabad ,7,204.0,25,
5083,BPO+,BPO , Chennai ,46,204.0,44,
5084,Bsr Infratech India,Engineering & Construction , Bengaluru ,12,204.0,16,
5085,Vedika Credit Capital,NBFC , Ranchi ,51,204.0,4,
5086,Zinnov Management Consulting,Management Consulting , Bengaluru ,13,204.0,26,
5087,Hyundai Motor India Engineering,IT Services & Consulting , Hyderabad ,9,204.0,12,
5088,Malayala Manorama,Printing & Publishing , Kottayam ,23,204.0,13,
5089,Alpha Design Technologies,Defence & Aerospace , Bengaluru ,13,204.0,15,
5090,Bikaji Foods,FMCG , Bikaner ,49,205.0,14,
5091,Bhima Gold,Jewellery , Bengaluru ,32,204.0,17,
5092,Eternis Fine Chemicals,Chemicals , Pune ,8,204.0,18,
5093,IFB Automotive,Auto Components , Bengaluru ,19,203.0,7,
5094,Marsh,Insurance , Mumbai ,10,203.0,19,
5095,ZingHR,IT Services & Consulting , Mumbai ,9,204.0,22,
5096,Shopclues,Internet , Gurugram ,7,203.0,9,
5097,CBSI,Recruitment , Bengaluru ,14,203.0,10,
5098,ACT Plast Paints,Chemicals , Chennai ,13,203.0,11,
5099,Apex Hospital,Healthcare , Jaipur ,34,203.0,12,
5100,Kh Exports,Import & Export , Chennai ,8,203.0,9,
5101,Sri Gopikrishna Infrastructure,Engineering & Construction , Hyderabad ,43,203.0,7,
5102,QUADRANT RESOURCE LLC,Recruitment , Hyderabad ,7,203.0,29,
5103,Stashfin,FinTech , New Delhi ,18,203.0,13,
5104,Graviti Pharmaceuticals,Pharma , Hyderabad ,5,203.0,6,
5105,Mark's,Telecom , Gurugram ,34,203.0,9,
5106,Mitsubishi Heavy Industries,Industrial Machinery , Mysuru ,31,203.0,4,
5107,Abante Integrated Management Services,Management Consulting , Gurugram ,4,203.0,17,
5108,LNV Technology,Industrial Machinery , Chennai ,29,203.0,14,
5109,Orange Retail Finance,Financial Services , Chennai ,56,203.0,6,
5110,Pathfinder Business Analysis,Management Consulting , Coimbatore ,14,203.0,14,
5111,Bajel Projects,Engineering & Construction , Mumbai ,47,203.0,20,
5112,SAS,IT Services & Consulting , Pune ,21,203.0,21,
5113,Mordor Intelligence,Analytics & KPO , Hyderabad ,3,203.0,20,
5114,Fulcrum Digital,IT Services & Consulting , Pune ,5,203.0,34,
5115,SBL,IT Services & Consulting , New Delhi ,30,203.0,6,
5116,ITCube Solutions,IT Services & Consulting , Pune ,9,203.0,16,
5117,Travel Boutique Online,Travel & Tourism , Gurugram ,15,204.0,27,
5118,Dr Oetker,Food Processing , New Delhi ,32,203.0,13,
5119,Anlage Infotech,IT Services & Consulting , Bengaluru ,15,203.0,18,
5120,Country Inns & Suites,Hospitality , New Delhi ,25,202.0,6,
5121,TNT Express,Logistics , Mumbai ,33,202.0,6,
5122,Raheja Developers,Real Estate , Gurgaon / Gurugram ,6,202.0,6,
5123,Mazars,Accounting & Auditing , Gurugram ,14,202.0,21,
5124,BajajSons,Automobile , Ludhiana ,9,202.0,10,
5125,Hgs Services,Analytics & KPO , Bangalore / Bengaluru ,20,202.0,55,
5126,Sagitec Solutions,IT Services & Consulting , Pune ,5,202.0,23,
5127,MyCaptain,Internet , Bengaluru ,9,202.0,49,
5128,Reserve Bank Information Technology,IT Services & Consulting , Mumbai ,7,202.0,49,
5129,Kerakoll,Building Material , Vadodara ,46,202.0,16,
5130,Upstox,FinTech , Mumbai ,19,204.0,44,
5131,ATS Homekraft,Real Estate , Noida ,7,202.0,23,
5132,Elofic Industries,Auto Components , Faridabad ,17,202.0,11,
5133,Emirates Flight Catering,Hospitality , Dubai ,12,202.0,27,
5134,Svatantra Micro Housing Finance Corporation Limited,Financial Services , Mumbai ,57,202.0,15,
5135,NGK Spark Plugs,Auto Components , Bawal ,19,202.0,23,
5136,Gulbrandsen,Chemicals , Vadodara ,11,202.0,6,
5137,Andhra Pradesh State Skill Development Corporation,Non-Profit , Vijayawada ,31,202.0,5,
5138,Sahajanand Laser Technology,Industrial Machinery , Gandhinagar ,23,202.0,19,
5139,Pran Beverages India,Beverage , Kolkata ,52,202.0,14,
5140,Arihant Publications,Printing & Publishing , New Delhi ,21,203.0,23,
5141,Centrient Pharmaceuticals,Pharma , Chandigarh ,16,202.0,16,
5142,Network Intelligence India,Law Enforcement & Security , Mumbai ,8,202.0,19,
5143,Quest Global Technologies,IT Services & Consulting , Bengaluru ,16,202.0,26,
5144,Motion Education,Education & Training , Kota ,43,202.0,16,
5145,Toppan Merrill,Financial Services , Chennai ,2,202.0,24,
5146,Bonito Designs,Architecture & Interior Design , Bengaluru ,4,210.0,29,
5147,Hi Tech Informatics,IT Services & Consulting , Mumbai ,48,201.0,12,
5148,Siemens PLM Software,Industrial Automation , Pune ,12,201.0,12,
5149,GEETANJALI HOMESTATE,Real Estate , Gurgaon / Gurugram ,5,201.0,16,
5150,Radhakrishna Foodland,Logistics , Mumbai ,31,201.0,9,
5151,CONTUS TECH,IT Services & Consulting , Chennai ,3,201.0,57,
5152,Tokai Imperial Rubber India,Industrial Machinery , Faridabad ,11,201.0,14,
5153,Ascendum KPS,,-1,-1,201.0,26,
5154,ZKTeco Biometrics,Law Enforcement & Security , Bengaluru ,11,201.0,26,
5155,Marque Impex,Import & Export , Moradabad ,5,201.0,15,
5156,Rajesh Motors,Automobile , Jaipur ,27,201.0,6,
5157,Ashv Finance,,-1,-1,201.0,10,
5158,Vishay Components,Electronics Manufacturing , Pune ,7,201.0,13,
5159,Peps Industries,Furniture & Furnishing , Coimbatore ,48,201.0,13,
5160,Izmo,IT Services & Consulting , Bengaluru ,5,202.0,17,
5161,Petronas Lubricants,Petrochemicals , Mumbai ,34,201.0,19,
5162,SKETS Studio,Architecture & Interior Design , New Delhi ,9,201.0,28,
5163,Modicare,Beauty & Personal Care , New Delhi ,46,201.0,18,
5164,Futaba Industrial Gujarat,Auto Components , Ahmedabad ,11,201.0,11,
5165,Connectwell Industries,Electronics Manufacturing , Mumbai ,13,201.0,13,
5166,Quest Diagnostics,Healthcare , Hyderabad ,11,201.0,11,
5167,First Citizens India,Financial Services , Bengaluru ,3,201.0,20,
5168,Janatics India,Industrial Automation , Coimbatore ,26,201.0,11,
5169,Vnr Seeds,Agriculture , Raipur ,50,202.0,15,
5170,DigiCall Teleservices,Telecom , Noida ,13,200.0,2,
5171,SSEM,Industrial Machinery , Riyadh ,18,200.0,10,
5172,B2x Service Solutions,BPO , Mumbai ,32,200.0,4,
5173,ProcMart,IT Services & Consulting , Pune ,20,201.0,32,
5174,Parker Hannifin,Industrial Machinery , Chennai ,14,200.0,6,
5175,Codeyoung,,-1,-1,208.0,57,
5176,SmartStream Technologies,IT Services & Consulting , Bengaluru ,6,200.0,16,
5177,Kama Ayurveda,Beauty & Personal Care , New Delhi ,30,200.0,19,
5178,Prologic Web Solutions,IT Services & Consulting , Noida ,20,200.0,37,
5179,RineX,,-1,-1,201.0,219,
5180,Kazo Fashion,Fashion & Textile , New Delhi ,34,200.0,12,
5181,REI Systems,IT Services & Consulting , Pune,-1,200.0,34,
5182,Victora Industries,Auto Components , Faridabad ,10,207.0,12,
5183,ORISSA METALIKS,Industrial Machinery , Kharagpur ,10,200.0,10,
5184,Sendan International Co,Engineering & Construction , Al Jubail ,20,200.0,15,
5185,Shanthi Gears,Auto Components , Coimbatore ,13,201.0,19,
5186,Roulunds Braking,Auto Components , Sonipat ,8,200.0,21,
5187,Precision Camshafts,Auto Components , Solapur ,5,200.0,4,
5188,Josh Talks,Broadcasting , Gurugram ,15,200.0,27,
5189,PES Engineers,Engineering & Construction , Hyderabad ,35,200.0,12,
5190,Mol Information Processing Services India,IT Services & Consulting , Kolkata ,6,200.0,8,
5191,InSync Analytics,Analytics & KPO , Mumbai ,5,200.0,37,
5192,inMorphis Services,IT Services & Consulting , Noida ,8,200.0,12,
5193,Utkal Alumina International,Chemicals , Rayagada ,12,200.0,17,
5194,Keertana Finserv,NBFC , Hyderabad ,56,200.0,24,
5195,MSC Technology India,IT Services & Consulting , Chennai ,7,200.0,40,
5196,Ways2excel,EdTech , Kolkata ,1,199.0,4,
5197,Bharat Broadband Network,Telecom , New Delhi ,70,199.0,10,
5198,UST BlueConch Technologies,Software Product , Pune ,6,199.0,20,
5199,Milan Laboratories India Private Limited,Pharma , Mumbai ,17,200.0,9,
5200,SMC Power Generation,Iron & Steel , Jharsuguda ,11,199.0,13,
5201,NMIMS,Education & Training , Mumbai ,22,199.0,22,
5202,Sakura Autoparts,Auto Components , Chennai ,9,199.0,11,
5203,Raksha TPA,Insurance , Faridabad ,22,199.0,6,
5204,Parijat Industries (India),Chemicals , New Delhi ,37,199.0,9,
5205,IIMT Group of Colleges,Education & Training , Greater Noida ,15,199.0,28,
5206,Vinculum Solutions,IT Services & Consulting , Noida ,5,199.0,14,
5207,Groupe Lactalis,FMCG , Chennai ,40,199.0,10,
5208,Navigators Software,IT Services & Consulting , Kolkata ,3,199.0,19,
5209,iLink Digital,IT Services & Consulting , Chennai ,8,199.0,22,
5210,Ramoji Film City,Media & Entertainment , Hyderabad ,11,199.0,9,
5211,Daffodil Software,IT Services & Consulting , Gurugram ,6,199.0,29,
5212,Rama University,Education & Training , Kanpur ,12,199.0,14,
5213,TechStar Group,IT Services & Consulting , Hyderabad ,9,199.0,20,
5214,Pacific Development Corporation Limited (Pacific Group),Real Estate , New Delhi ,19,199.0,18,
5215,Artech,Architecture & Interior Design , Bengaluru ,13,199.0,13,
5216,Heads Up For Tails,Retail , Gurugram ,19,199.0,16,
5217,ARaymond,Auto Components , Pune ,5,199.0,16,
5218,Wings Biotech,Pharma , New Delhi ,33,199.0,11,
5219,Praxair,Chemicals , Bengaluru ,28,198.0,7,
5220,ReGen Powertech,Power , Chennai ,21,198.0,10,
5221,Sanmar Group,Chemicals , Chennai ,19,198.0,22,
5222,Tata Lockheed Martin Aerostructures,Defence & Aerospace , Hyderabad ,7,198.0,16,
5223,Colorbar Cosmetics,Beauty & Personal Care , New Delhi ,34,198.0,13,
5224,Crossword Bookstores,Retail , Pune ,33,198.0,7,
5225,Transaction Solutions International (India) Pvt Ltd,Financial Services , Pune ,20,199.0,21,
5226,ICA Pidilite,Furniture & Furnishing , Mumbai ,41,199.0,8,
5227,eligarf Technologies,Emerging Technologies , Pune ,2,198.0,13,
5228,Doubletree By Hilton,Hospitality , Gurugram ,21,197.0,8,
5229,Skypro Technologies,IT Services & Consulting , Bengaluru ,32,198.0,14,
5230,Matter Motor Works,Automobile , Ahmedabad ,5,200.0,24,
5231,Avaali Solutions,IT Services & Consulting , Bengaluru,-1,198.0,46,
5232,Prozo,Internet , Gurugram ,28,197.0,11,
5233,Logicon Facility Management,Facility Management Services , Pune ,14,198.0,13,
5234,Skandhanshi Infra Projects,Real Estate , Kurnool ,9,198.0,15,
5235,Sigma Freudenberg NOK,Auto Components , Chennai ,17,198.0,10,
5236,Godavari Krishna Co-operative Society,Financial Services , Vijayawada ,17,198.0,61,
5237,Igarashi Motors,Auto Components , Chennai ,8,198.0,9,
5238,Deep Industries,Oil & Gas , Ahmedabad ,25,199.0,19,
5239,Bihar Foundry and Castings Limited,Iron & Steel , Ranchi ,9,198.0,8,
5240,UFO Moviez,Media & Entertainment , Mumbai ,31,198.0,9,
5241,Fibe,FinTech , Pune ,15,198.0,16,
5242,Cross Country Infotech,IT Services & Consulting , Pune,-1,198.0,50,
5243,Drools,FMCG , Bengaluru ,50,198.0,7,
5244,Horiba India,Industrial Machinery , New Delhi ,19,198.0,9,
5245,Alghanim International,Engineering & Construction , Kuwait City ,11,198.0,7,
5246,Sterling and Wilson Renewable Energy,Power , New Delhi ,31,199.0,9,
5247,Symphoni HR,Recruitment , Mumbai ,1,198.0,25,
5248,St Regis,Hospitality , Mumbai ,13,198.0,7,
5249,Caretel Infotech,Analytics & KPO , New Delhi ,10,197.0,10,
5250,Mfine,Internet , Bengaluru ,15,197.0,24,
5251,Loconav,Software Product , Gurgaon / Gurugram ,10,197.0,13,
5252,CIMS Hospital,Healthcare , Ahmedabad ,19,197.0,6,
5253,TRIGO Group,Auto Components , Chennai ,26,197.0,14,
5254,Besant Technologies,Education & Training , Chennai ,11,197.0,18,
5255,Primary Health Centre,Healthcare , Bengaluru ,86,197.0,8,
5256,Dhampur Sugar Mills,Agro Chemicals , New Delhi ,15,197.0,16,
5257,MBL Infrastructure Limited,Engineering & Construction , New Delhi ,22,198.0,12,
5258,Smart Energy Water,IT Services & Consulting , Noida ,4,197.0,24,
5259,Cloud Analogy,IT Services & Consulting , Noida ,11,211.0,67,
5260,DGS Technical Services,Design , Bengaluru ,10,197.0,4,
5261,Avis,Internet , Gurugram ,19,197.0,8,
5262,JSW Severfield Structures,Engineering & Construction , Ballari ,10,197.0,12,
5263,Lakshmi Life Sciences,Industrial Automation , Coimbatore ,5,197.0,11,
5264,Wingreens Farms,Power , Gurugram ,21,197.0,10,
5265,Fisdom,Financial Services , Bengaluru ,30,197.0,16,
5266,Dalmia-OCL,Building Material , Rourkela ,30,197.0,8,
5267,Embio,Pharma , Mahad ,10,197.0,5,
5268,MAKEEN Energy,,-1,-1,197.0,15,
5269,Network Techlab,Hardware & Networking , Mumbai ,10,197.0,13,
5270,Aress Software and Education Technologies,IT Services & Consulting , Nashik ,4,197.0,15,
5271,Adhaan Solutions,Recruitment , Ahmedabad ,63,196.0,12,
5272,Volksoft Technologies,Software Product , Hyderabad ,2,196.0,4,
5273,Hy Gro Chemicals Pharmtek,Pharma , Hyderabad ,8,196.0,11,
5274,Corrival Corporate Services,Recruitment , Hyderabad ,43,196.0,22,
5275,Canvera,Printing & Publishing , Bengaluru ,28,196.0,5,
5276,Sapphire Software Solutions (India),IT Services & Consulting , Ahmedabad ,5,196.0,13,
5277,IDBI Capital,Financial Services , Mumbai ,40,196.0,12,
5278,Enmas O & M Services,Oil & Gas , Chennai ,32,196.0,9,
5279,Jesons Industries,Chemicals , Mumbai ,12,197.0,16,
5280,Rishabh Instruments Limited,Electronics Manufacturing , Nashik ,16,196.0,15,
5281,ECOS (I) MOBILITY & HOSPITALITY,Sports & Recreation , New Delhi ,12,196.0,6,
5282,Army Medical Corps,Healthcare , New Delhi ,31,196.0,18,
5283,TransPerfect,Hardware & Networking , Pune ,7,196.0,29,
5284,Ohmium,Power , Bengaluru ,7,196.0,15,
5285,Bharat Institutions,Education & Training , Hyderabad ,7,196.0,6,
5286,Aditi Consulting,IT Services & Consulting , Bengaluru ,7,196.0,16,
5287,Hidesign,Retail , Puducherry ,31,196.0,16,
5288,Emiza Supply Chain Services Private Limited,Logistics , Mumbai ,19,196.0,10,
5289,Saudi Electricity Company,Power , Riyadh ,20,196.0,10,
5290,S.S. Kothari Mehta & Co,Accounting & Auditing , New Delhi ,7,196.0,10,
5291,Blackbuck Insights,IT Services & Consulting , Bengaluru ,13,196.0,17,
5292,Simform,IT Services & Consulting , Ahmedabad ,3,196.0,47,
5293,Masu Brakes,Auto Components , Bahadurgarh ,8,196.0,14,
5294,The Cosmos Co-operative Bank,Banking , Pune ,25,196.0,8,
5295,GKC Projects,Engineering & Construction , Hyderabad ,26,195.0,--,
5296,Dishnet Wireless,Telecom , Kolkata ,43,195.0,--,
5297,Exeltis,Pharma , Mumbai ,36,195.0,14,
5298,Maahi Milk Producer Company,Food Processing , Rajkot ,29,195.0,15,
5299,Merkle Sokrati,Marketing & Advertising , Pune ,3,192.0,32,
5300,InfoService,IT Services & Consulting , Bangalore / Bengaluru ,26,195.0,37,
5301,Energy Efficiency Services,Power , New Delhi ,35,195.0,13,
5302,Springbord Systems,IT Services & Consulting , Chennai ,11,195.0,26,
5303,Oxyzo Financial Services,Financial Services , Gurugram ,27,195.0,12,
5304,Dollar Industries,Fashion & Textile , Kolkata ,33,195.0,11,
5305,Beyond Key,IT Services & Consulting , Indore ,5,195.0,18,
5306,Btl Epc,Industrial Machinery , Kolkata ,20,195.0,19,
5307,Embassy Services,Facility Management Services , Bengaluru ,16,197.0,10,
5308,Aarav Global Products & Services Private Limited,IT Services & Consulting , Mumbai ,8,195.0,13,
5309,Sleepwell,Furniture & Furnishing , New Delhi ,71,195.0,17,
5310,Shirdi Sai Electricals,Power , Y.S.R. Kadapa ,25,195.0,15,
5311,Entertainment Network India,Media & Entertainment , Mumbai ,42,195.0,9,
5312,Arihant Superstructures,Real Estate , Mumbai ,6,195.0,44,
5313,TP Northern Odisha Distribution,,-1,-1,195.0,22,
5314,Paytm Money,FinTech , Bengaluru ,23,195.0,28,
5315,Food Corporation of India,Government , New Delhi ,68,195.0,15,
5316,Manohar Filaments,Fashion & Textile , New Delhi ,16,195.0,12,
5317,Altum Credo Home Finance,NBFC , Pune ,61,195.0,7,
5318,Amphenol Fci,Electrical Equipment , Bengaluru ,9,195.0,13,
5319,KC Overseas Education,EdTech , Nagpur ,27,195.0,17,
5320,PagarBook,Software Product , Bengaluru ,23,196.0,18,
5321,TomTom,IT Services & Consulting , Pune ,2,195.0,14,
5322,Destek Infosolutions,IT Services & Consulting , Pune ,3,195.0,10,
5323,Ami Polymer,Medical Equipment , Dadra & Nagar Haveli ,14,195.0,15,
5324,Timex Group India,Metals & Mining , Noida ,30,195.0,5,
5325,E Pack Polymers,Packaging , Greater Noida ,18,195.0,12,
5326,Hospet Steels,Iron & Steel , Hosapete ,9,195.0,18,
5327,PEARCE SERVICES,Telecom , Sahibzada Ajit Singh Nagar ,12,195.0,19,
5328,Taikisha Engineering India,Industrial Machinery , Pune ,13,195.0,17,
5329,IIHT,,-1,-1,194.0,3,
5330,Extentia Information Technology,IT Services & Consulting , Pune ,3,194.0,16,
5331,VIS Networks,Telecom , Bengaluru ,19,194.0,13,
5332,Go Speedy Go,Automobile , Bhubaneswar ,12,194.0,16,
5333,DST Worldwide Services,,-1,-1,194.0,8,
5334,Dayal Fertilizers,Agro Chemicals , Meerut ,48,194.0,12,
5335,Thejo Engineering,Engineering & Construction , Chennai ,34,195.0,23,
5336,Kalyan Toll Infrastructure,Engineering & Construction , Indore ,36,194.0,7,
5337,Exel Rubber,Petrochemicals , Hyderabad ,9,194.0,16,
5338,Valethi Technologies,Analytics & KPO , Nagpur ,6,194.0,12,
5339,S.R.Batliboi & Co.,Accounting & Auditing , New Delhi ,15,194.0,14,
5340,Modern Business Solutions,Recruitment , Bengaluru ,78,194.0,8,
5341,Providence Global Center,IT Services & Consulting , Hyderabad ,2,194.0,20,
5342,dsm-firmenich,Biotechnology , Mumbai ,17,194.0,13,
5343,Rudrabhishek Enterprises,Urban Transport , Noida ,33,194.0,11,
5344,Lizmontagens India,,-1,-1,204.0,7,
5345,Mashreq Bank,Banking , Bengaluru ,11,194.0,9,
5346,Zen3 Info Solutions,IT Services & Consulting , Hyderabad ,3,194.0,13,
5347,Gulf Spic General Trading & Contracting Company,Engineering & Construction , Chennai ,13,194.0,11,
5348,Samkwang India Electronic,Electronics Manufacturing , Greater Noida ,9,195.0,16,
5349,Blowhorn,Logistics , Bengaluru ,16,194.0,7,
5350,Six Sigma Soft Solutions,IT Services & Consulting , Chennai ,23,195.0,21,
5351,Colruyt Group,IT Services & Consulting , Hyderabad ,4,194.0,10,
5352,DE Shaw,Financial Services , Hyderabad ,6,194.0,129,
5353,Luthra Group Company,Waste Management , Surat ,18,194.0,21,
5354,NSL Textiles,Fashion & Textile , Guntur ,14,194.0,11,
5355,OnMobile Global,Telecom , Bengaluru ,14,194.0,16,
5356,Globus Spirits,Beverage , New Delhi ,27,194.0,12,
5357,Prasol Chemicals,Chemicals , Mumbai ,10,194.0,25,
5358,Tata Asset Management Private Limited,Financial Services , Mumbai ,53,194.0,12,
5359,Ushodaya Enterprises,FMCG , Hyderabad ,28,194.0,6,
5360,Schreiber Dynamix Dairies,Electronics Manufacturing , Pune ,15,194.0,8,
5361,Bharat Oman Refineries,Oil & Gas , Bina ,14,193.0,8,
5362,Service Master Clean,Facility Management Services , New Delhi ,47,193.0,14,
5363,Pratibha Industries,Engineering & Construction , New Delhi ,21,193.0,3,
5364,Simplify Healthcare,Software Product , Pune ,3,193.0,38,
5365,RLabs Enterprise Services,Recruitment , Bangalore / Bengaluru ,12,193.0,21,
5366,Paychex IT Solutions India,Software Product , Bengaluru ,3,193.0,29,
5367,Rajapushpa Properties,Real Estate , Hyderabad ,5,193.0,17,
5368,Amentum,Defence & Aerospace , Bengaluru ,22,186.0,8,
5369,Astec LifeSciences,Agro Chemicals , Mahad ,10,193.0,17,
5370,India Pesticides,Agro Chemicals , Lucknow ,21,193.0,15,
5371,SACHA Engineering,IT Services & Consulting , Chennai ,9,193.0,14,
5372,Techmagnate,Marketing & Advertising , New Delhi ,5,193.0,18,
5373,SCON Projects,Engineering & Construction , Pune ,19,193.0,7,
5374,NullClass,,-1,-1,193.0,15,
5375,Marengo Asia Hospitals,Healthcare , Gurugram ,6,193.0,7,
5376,Gleeds Hooloomann Consulting,Real Estate , Bengaluru ,20,193.0,9,
5377,Frontizo Business Services,BPO , Chandigarh ,12,194.0,21,
5378,MKU,Defence & Aerospace , Kanpur ,10,193.0,9,
5379,China State Construction Engineering Corporation,Engineering & Construction , New Delhi ,29,193.0,19,
5380,Ludhiana Beverages,Beverage , Ludhiana ,11,193.0,11,
5381,Apache Footwear,Fashion & Textile , Nellore ,10,193.0,18,
5382,Odisha Power Generation Corporation,Oil & Gas , Jharsuguda ,11,193.0,8,
5383,JNET Technologies,IT Services & Consulting , Hyderabad ,25,193.0,13,
5384,Biophore India Pharmaceuticals,Pharma , Hyderabad ,4,193.0,13,
5385,Ksolves India Limited,IT Services & Consulting , Noida ,12,193.0,57,
5386,Arvind Techno Engineers,Engineering & Construction , New Delhi ,32,193.0,8,
5387,Al-Futtaim Group,Retail , Dubai ,18,192.0,12,
5388,DevTown,Education & Training , Bengaluru ,12,192.0,35,
5389,Nuance Transcription Services,IT Services & Consulting , Bangalore / Bengaluru ,10,192.0,1,
5390,Godrej Appliances,Consumer Electronics & Appliances , Pune ,46,192.0,8,
5391,Sri Ramachandra Institute of Higher Education and Research,Education & Training , Chennai ,10,192.0,9,
5392,i-exceed technology solutions,FinTech , Bengaluru ,6,192.0,43,
5393,Nutanix,Software Product , Bengaluru ,6,192.0,86,
5394,Black & Veatch,Engineering & Construction , Mumbai ,13,192.0,15,
5395,AccSource KPO,Accounting & Auditing , Chennai ,3,192.0,27,
5396,Indel Money,NBFC , Kochi ,71,192.0,9,
5397,IG Petrochemicals,Chemicals , Mumbai ,11,192.0,13,
5398,In2IT Technologies,IT Services & Consulting , Noida ,15,192.0,17,
5399,Bhutani Group,Real Estate , Noida ,14,192.0,37,
5400,Abellon Clean Energy,Other , Ahmedabad ,21,192.0,4,
5401,DAIMLER TRUCKS ASIA,,-1,-1,193.0,5,
5402,Maharaja Agrasen Hospital,Healthcare , New Delhi ,13,192.0,9,
5403,Google Maps,Internet , Hyderabad ,26,192.0,19,
5404,Marolix Technology Solutions,IT Services & Consulting , Hyderabad ,3,192.0,16,
5405,Getix Health,Analytics & KPO , Bengaluru ,6,192.0,14,
5406,ICE Data Services,Financial Services , Hyderabad ,5,192.0,28,
5407,PP Rolling Mills,Industrial Machinery , Faridabad ,9,192.0,23,
5408,Accord Synergy,Hardware & Networking , Vadodara ,27,192.0,9,
5409,SCIO Management Solutions,BPO , Chennai ,5,192.0,18,
5410,SEW Eurodrive india,Auto Components , Chennai ,23,192.0,18,
5411,Kohler Power,Power , Pune ,13,192.0,10,
5412,Windsor Machines,Industrial Machinery , Ahmedabad ,18,192.0,9,
5413,Venus Home Appliances,Consumer Electronics & Appliances , Chennai ,33,192.0,14,
5414,Srg Housing Finance,NBFC , Udaipur ,56,192.0,13,
5415,Manitou Equipment India,Industrial Machinery , Greater Noida ,11,192.0,19,
5416,Margadarsi Chit Fund,Financial Services , Hyderabad ,32,192.0,10,
5417,Sun Direct TV,Telecom , Chennai ,50,191.0,9,
5418,Linux Laboratories,Pharma , Chennai ,34,191.0,17,
5419,Japfa Comfeed India Private Limited,Agriculture , Pune ,22,192.0,16,
5420,Vijay Tanks & Vessels,Engineering & Construction , Vadodara ,20,191.0,9,
5421,OEN India,Auto Components , Pune ,12,191.0,16,
5422,A3logics,IT Services & Consulting , Jaipur ,5,191.0,31,
5423,Abu Dhabi National Hotels,Hospitality , Abu Dhabi ,9,191.0,10,
5424,Hurix Digital,,-1,-1,191.0,17,
5425,Pin Click,Real Estate , Bengaluru ,6,191.0,12,
5426,Revolt Motors,Internet , Gurugram ,23,191.0,29,
5427,Ganesh Grains,FMCG , Kolkata ,22,191.0,19,
5428,SOS Children's Village,Non-Profit , New Delhi ,31,191.0,13,
5429,Medecins Sans Frontieres,Non-Profit , Mumbai ,37,191.0,12,
5430,Indobevs,Beverage , New Delhi ,24,191.0,12,
5431,ICT Service Management Solutions,IT Services & Consulting , Bengaluru ,11,191.0,4,
5432,Cadsys,IT Services & Consulting , Hyderabad ,4,191.0,7,
5433,Jasmin Infotech,Hardware & Networking , Chennai ,2,191.0,15,
5434,Vertafore,IT Services & Consulting , Hyderabad ,2,191.0,24,
5435,Orbit Techsol,IT Services & Consulting , New Delhi ,21,191.0,12,
5436,VDart,IT Services & Consulting , Tiruchirappalli ,6,191.0,49,
5437,Ajmera Realty & Infra India,Real Estate , Mumbai ,6,192.0,4,
5438,N.K. Realtors,Real Estate , Kolkata ,6,191.0,27,
5439,Oasis Infobyte,IT Services & Consulting , Pune ,27,191.0,22,
5440,Hi-Tech,Education & Training , New Delhi ,58,191.0,22,
5441,Axalta Coating Systems,Chemicals , Vadodara ,25,192.0,11,
5442,Infojini,IT Services & Consulting , Mumbai ,11,191.0,15,
5443,FedServ,Banking , Visakhapatnam ,24,191.0,18,
5444,Jagran New Media,Internet , Noida ,8,191.0,7,
5445,CETPA InfoTech,IT Services & Consulting , Noida ,10,190.0,15,
5446,Empower Pragati,Education & Training , New Delhi ,54,190.0,12,
5447,Adcock Ingram,Pharma , Bengaluru ,12,190.0,11,
5448,Sel Manufacturing Co.,Fashion & Textile , Ludhiana ,14,190.0,8,
5449,Brainware University,Education & Training , Kolkata ,2,190.0,25,
5450,Clarion Technologies,IT Services & Consulting , Pune ,8,190.0,22,
5451,DNEG CREATIVE SERVICES,Animation & VFX , Mumbai ,15,190.0,9,
5452,Svasti Microfinance,Financial Services , Mumbai ,60,190.0,6,
5453,Laxmi Remote India,Pharma , Noida ,8,190.0,12,
5454,Sula Vineyards,Food Processing , Nashik ,16,190.0,10,
5455,Radheya Machining,Industrial Machinery , Pune ,17,190.0,10,
5456,Philip Morris International,FMCG , New Delhi ,43,190.0,14,
5457,ILJIN AUTOMOTIVE,Automobile , Chennai ,13,190.0,11,
5458,Roots Multiclean,Industrial Machinery , Coimbatore ,27,190.0,18,
5459,Tm Automotive Seating Systems,Auto Components , Pune ,13,191.0,9,
