,CompanyName,Industry,Locations,LocationCount,Rating,InterviewCount
3108,Teleysia Networks,Telecom , Ahmedabad ,35,345.0,12
3109,ShopKirana,Software Product , Indore ,25,345.0,18
3110,Hical Technologies,Auto Components , Bengaluru ,5,345.0,24
3111,Jay Chemical Industries,Chemicals , Ahmedabad ,28,345.0,21
3112,Eaton India Innovation Center,Engineering & Construction , Pune ,2,345.0,34
3113,CapeStart,IT Services & Consulting , Nagercoil ,3,345.0,66
3114,Shiash Info Solutions,IT Services & Consulting , Chennai ,9,345.0,31
3115,Sekisui Dljm Molding,Auto Components , Chennai ,20,345.0,20
3116,Country Holidays Inn & Suites,Travel & Tourism , Noida ,16,344.0,110
3117,METRO Global Solutions Center,IT Services & Consulting , Pune ,9,344.0,17
3118,Woodenstreet.com,Furniture & Furnishing , Udaipur ,28,344.0,27
3119,Netcore Cloud Private Limited,Marketing & Advertising , Mumbai ,12,344.0,32
3120,Adient,Auto Components , Pune ,13,344.0,21
3121,Yara Fertilisers,Agro Chemicals , Gurugram ,62,344.0,21
3122,RNFI Services,FinTech , New Delhi ,99,344.0,19
3123,TCI Supply Chain Solutions,Logistics , Gurugram ,55,344.0,19
3127,e-Zest,IT Services & Consulting , Pune ,6,344.0,30
3128,RSM US in India,Management Consulting , Gurugram ,14,344.0,45
3129,L&T Defence,Defence & Aerospace , Pune ,21,344.0,31
3130,Gtpl Broadband,Telecom , Ahmedabad ,46,343.0,19
3131,L&T Valves,Industrial Machinery , Coimbatore ,15,343.0,14
3132,Swiss Re,Insurance , Bengaluru ,6,343.0,44
3133,NU Vista,Building Material , Kolkata ,66,343.0,11
3134,Synergies Castings,Auto Components , Visakhapatnam ,6,344.0,13
3135,Arabian Industries,Oil & Gas , Muscat ,22,343.0,17
3136,RV Solutions,IT Services & Consulting , Noida ,36,343.0,14
3137,TMF Group,Financial Services , Pune ,11,343.0,27
3138,Lobo Staffing Solutions,Recruitment , Mumbai ,70,343.0,18
3139,Duroflex,Furniture & Furnishing , Bengaluru ,46,344.0,26
3140,Asti Electronics India,Auto Components , Gurugram ,11,343.0,25
3142,Kerala State Electricity Board,Power , Palakkad ,30,342.0,18
3143,Sri Sri Tattva,FMCG , Bengaluru ,58,342.0,16
3144,Hygienic Research Institute,Beauty & Personal Care , Mumbai ,60,342.0,18
3145,Technocon Services,Engineering & Construction , Kolkata ,38,342.0,48
3146,R.K.M Powergen,Power , Raigarh ,17,342.0,24
3147,Borosil Glass Works,Packaging , Jaipur ,37,342.0,14
3148,Zydex Industries,Chemicals , Vadodara ,71,343.0,22
3149,Orchid Pharma,Pharma , Chennai ,16,342.0,45
3150,ACB (India),Oil & Gas , Korba ,30,342.0,18
3151,Evelyn Learning Systems,EdTech , New Delhi ,10,341.0,38
3152,Roquette Riddhi Siddhi,Pharma , Rudrapur ,20,341.0,14
3153,Lam Research,Semiconductors , Bengaluru ,3,341.0,57
3154,Halonix Technologies,Electrical Equipment , Noida ,53,341.0,17
3155,Cotmac Electronics,Industrial Automation , Pune ,23,341.0,23
3156,Groww,FinTech , Bengaluru ,15,341.0,80
3157,R&R Limousine And Bus,,-1,-1,340.0,--
3158,International Game Technology,Gaming , Gurugram ,10,340.0,28
3159,Mahindra Insurance Brokers,Insurance , Mumbai ,89,340.0,12
3160,Clariant Chemicals,Chemicals , Mumbai ,18,340.0,15
3162,Mars,Food Processing , Gurugram ,64,340.0,19
3163,Stellar Innovations,IT Services & Consulting , Bengaluru ,12,340.0,26
3164,MYCPE ONE,,-1,-1,340.0,24
3165,Rashtriya Chemicals and Fertilizers,Agro Chemicals , Mumbai ,31,339.0,18
3166,ADNOC,Oil & Gas , Abu Dhabi ,16,339.0,32
3167,Ultra Corpotech,Industrial Machinery , Pune ,5,339.0,22
3168,63 Moons Technologies,IT Services & Consulting , Mumbai ,14,339.0,29
3169,SBI Payment Services,Financial Services , Mumbai ,117,339.0,27
3170,Zuari Cement,Building Material , Y.S.R. Kadapa ,45,340.0,22
3171,Worldline,FinTech , Mumbai ,16,340.0,42
3172,Recipharm Pharmaservices,Pharma , Bengaluru ,6,339.0,9
3173,Fluper,IT Services & Consulting , Noida ,4,339.0,24
3174,The Belgian Waffle co,Hospitality , Mumbai ,26,339.0,39
3175,Choice Consultancy Services,Management Consulting , Mumbai ,68,340.0,16
3176,Hindustan Syringes & Medical Devices,Medical Equipment , Faridabad ,16,339.0,24
3177,CESC,Power , Kolkata ,15,339.0,38
3178,DISYS,IT Services & Consulting , Chennai ,11,339.0,29
3179,DCM Shriram Industries,Chemicals , Meerut ,35,339.0,15
3181,Parul University,Education & Training , Vadodara ,36,339.0,26
3182,Kyndal India,Beverage , Bengaluru ,11,339.0,5
3183,Infocepts Technologies,IT Services & Consulting , Nagpur ,7,339.0,41
3184,Delhi Metro Rail Corporation,Logistics , New Delhi ,23,338.0,17
3185,Autocomp Corporation Panse,Auto Components , Pune ,12,338.0,21
3186,GTPL-KCBPL,Telecom , Kolkata ,35,338.0,41
3187,MSP Steel & Power,Iron & Steel , Raigarh ,18,338.0,34
3188,MNC Group,Investment Banking / Venture Capital / Private Equity , Bengaluru ,52,338.0,131
3189,Computacenter,IT Services & Consulting , Bengaluru ,9,338.0,44
3190,Savista Global Solutions,Analytics & KPO , Chennai ,8,338.0,32
3191,NXP Semiconductors,Semiconductors , Bengaluru ,12,338.0,48
3192,Sakthi Auto Components,Auto Components , Erode ,20,338.0,11
3193,Kushal's Fashion Jewellery,Jewellery , Bengaluru ,31,338.0,36
3194,MapmyIndia,Software Product , New Delhi ,11,338.0,30
3195,Technicolor,Animation & VFX , Bengaluru ,10,337.0,25
3196,JSW One Platforms,Internet , Mumbai ,39,337.0,47
3197,Oceaneering International,Engineering & Construction , Chandigarh ,9,337.0,42
3198,Somic ZF Components,Auto Components , Gurugram ,19,337.0,16
3199,Urban Ladder,Furniture & Furnishing , Bengaluru ,31,337.0,45
3200,Shaadi.com,Internet , Mumbai ,26,337.0,33
3201,eMudhra,Software Product , Bengaluru ,15,332.0,20
3202,Stefanini,IT Services & Consulting , Noida ,12,337.0,38
3203,Nutricia,Fitness & Wellness , Mumbai ,66,336.0,23
3204,Arzooo.com,Internet , Bangalore / Bengaluru ,44,326.0,25
3205,IIC Technologies,IT Services & Consulting , Hyderabad ,20,336.0,14
3206,Adama,Agro Chemicals , Hyderabad ,68,336.0,18
3207,Padmini VNA Mechatronics,Auto Components , Gurugram ,5,336.0,27
3208,Vascon Engineers,Real Estate , Pune ,21,336.0,27
3209,Sequel Logistics,Logistics , Bengaluru ,47,336.0,19
3210,Kraft Heinz Company,FMCG , Ahmedabad ,33,336.0,28
3211,Khimji Ramdas,Retail , Ahmedabad ,33,336.0,20
3212,AceMicromatic Group,Industrial Machinery , Bengaluru ,35,336.0,19
3213,Escon Elevators,Industrial Machinery , Mumbai ,15,335.0,26
3214,TMEIC,,-1,-1,335.0,20
3215,Bain & Company,Management Consulting , Gurugram ,7,335.0,116
3216,Sata Vikas India,Auto Components , Palwal ,16,335.0,33
3217,Ircon International,Engineering & Construction , New Delhi ,54,335.0,28
3218,Multiplier Brand Solutions,Marketing & Advertising , New Delhi ,74,341.0,11
3219,Theme Engineering Services,Engineering & Construction , Jaipur ,108,335.0,16
3220,Lloyds Metals And Energy,Metals & Mining , Chandrapur ,14,334.0,35
3221,Shah Technical Consultants,Telecom , Mumbai ,65,335.0,20
3222,Network 18,Media & Entertainment , Mumbai ,29,334.0,29
3223,Globtier Infotech Limited,IT Services & Consulting , Noida ,37,334.0,20
3224,Light Microfinance,NBFC , Ahmedabad ,115,334.0,19
3225,Phenom,Software Product , Hyderabad ,4,336.0,49
3226,Essilor,Medical Equipment , Bengaluru ,44,334.0,16
3227,Valvoline Cummins,Auto Components , Gurugram ,58,334.0,16
3228,Zf Wind Power,,-1,-1,334.0,18
3229,Satin Finserv,NBFC , Gurugram ,92,333.0,14
3230,Sub-K IMPACT Solutions,Financial Services , Hyderabad / Secunderabad ,112,333.0,29
3231,Rao IIT Academy,Education & Training , Mumbai ,20,333.0,9
3232,InfodriveIndia,Other , New Delhi ,4,333.0,24
3233,Rithwik Projects,Engineering & Construction , Hyderabad ,56,333.0,35
3234,Coding Ninjas,EdTech , Gurugram ,11,333.0,57
3235,Bal Pharma,Pharma , Bengaluru ,21,333.0,23
3236,Halliburton,Engineering & Construction , Bengaluru ,26,333.0,32
3237,Cygnet Infotech,IT Services & Consulting , Ahmedabad ,13,333.0,19
3238,Campus Activewear,Fashion & Textile , New Delhi ,47,333.0,18
3239,"Ministry Of Health, New Delhi",Healthcare , New Delhi ,47,333.0,18
3240,Muthoot Capital Services,Financial Services , Kochi ,96,333.0,11
3241,Oil India,Oil & Gas , Duliajan ,46,332.0,21
3242,Biz 2 Credit Info Services,Financial Services , Noida ,5,332.0,29
3243,SMC Corporation,Medical Equipment , Noida ,46,332.0,33
3244,Silverlink Technologies,IT Services & Consulting , Mumbai ,17,332.0,16
3245,Jaguar Security Services,Law Enforcement & Security , Bengaluru ,21,332.0,26
3246,Aloha Technology,IT Services & Consulting , Pune ,10,332.0,39
3247,Agility,Logistics , Chennai ,37,332.0,12
3248,Kimberly-Clark,Beauty & Personal Care , Bengaluru ,56,332.0,17
3249,Indchemie Health Specialities,Pharma , Mumbai ,62,332.0,23
3250,Vem Technologies,Defence & Aerospace , Hyderabad ,4,331.0,31
3251,SOPAN,Industrial Machinery , Pune ,42,331.0,21
3252,Festo,Industrial Automation , Bengaluru ,22,331.0,24
3253,Jtekt Sona Automotive India,Auto Components , Gurugram ,16,332.0,16
3254,A-1 Fence Products,Building Material , Mumbai ,20,331.0,54
3255,IndusInd Securities,Financial Services , Mumbai ,53,331.0,22
3256,Zet Town,Electronics Manufacturing , Noida ,9,331.0,35
3257,Kalyani Motors,Automobile , Bengaluru ,11,331.0,20
3258,Gufic Biosciences,Pharma , Mumbai ,36,331.0,13
3259,Ceat Specialty Tyres,Auto Components , Mumbai ,37,331.0,20
3260,HL Mando,Auto Components , Chennai ,20,331.0,19
3261,Bluechip Corporate Investment Centre,Accounting & Auditing , Mumbai ,98,330.0,11
3262,Integrated Wireless Solutions,Telecom , Bengaluru ,41,330.0,18
3263,Red Health,Healthcare , Hyderabad ,29,332.0,32
3264,Omnicom Global Solutions,Marketing & Advertising , Bengaluru ,12,330.0,16
3265,Learning Routes,EdTech , Gurugram ,14,330.0,82
3266,Park Plus,Internet , Gurugram ,36,339.0,54
3267,Pfizer Products India,Pharma , Visakhapatnam ,15,330.0,10
3268,Unique Identification Authority of India,IT Services & Consulting , New Delhi ,92,330.0,13
3269,Pitaara,Food Processing , Pune ,66,335.0,16
3270,Minda Kosei Aluminum Wheel,Auto Components , Ahmedabad ,16,330.0,23
3271,CKA Birla Group,Building Material , Hyderabad ,56,330.0,19
3272,Signode,,-1,-1,330.0,22
3273,Cox & Kings,Travel & Tourism , Mumbai ,48,330.0,7
3274,Lloyd Insulations,Industrial Machinery , New Delhi ,42,330.0,22
3275,WPP,Marketing & Advertising , Mumbai ,10,330.0,21
3276,Zebronics,Consumer Electronics & Appliances , Chennai ,42,330.0,34
3277,Furukawa Minda Electric,Auto Components , Bawal ,13,330.0,7
3278,Avantor,Biotechnology , Coimbatore ,26,330.0,35
3279,Polyhose,Industrial Machinery , Chennai ,18,329.0,17
3280,MTR Foods,FMCG , Bengaluru ,46,329.0,26
3281,Paperchase Accountancy,Accounting & Auditing , Ahmedabad ,8,329.0,33
3282,Global Aluminium,Metals & Mining , Hyderabad ,17,332.0,18
3283,Advanced Micro Devices,Semiconductors , Hyderabad ,15,329.0,53
3284,You Broadband,Telecom , Pune ,31,329.0,17
3285,AVL,Automobile , Gurugram ,24,329.0,27
3286,Labcorp,Clinical Research , Bengaluru ,11,328.0,45
3287,L&T–MHI Power Boilers,Industrial Machinery , Surat ,21,328.0,12
3288,Adani Electricity,Power , Mumbai ,37,347.0,22
3289,Vasan Eye Care Hospitals,Healthcare , Chennai ,73,328.0,5
3290,Trane Technologies,Industrial Machinery , Bengaluru ,15,329.0,29
3291,Dentsu Aegis Network,Marketing & Advertising , Bengaluru ,14,327.0,36
3292,Ace Designers,Industrial Machinery , Bengaluru ,14,327.0,29
3293,ESAF CO-OPERATIVE,Financial Services , Thrissur ,130,327.0,22
3294,Aeronautical Development Agency,Defence & Aerospace , Bengaluru ,9,327.0,20
3295,Maharashtra Hybrid Seed Company,Agriculture , Chhatrapati Sambhajinagar ,73,327.0,7
3296,Telecom Network Solutions,Telecom , Noida ,53,327.0,14
3297,MJ Biopharm,Pharma , Pune ,9,327.0,20
3298,NIKE,Retail , Bengaluru ,44,327.0,45
3299,Hyundai Construction Equipment,Industrial Machinery , Pune ,39,328.0,20
3300,Hindustan Urvarak & Rasayan,Agro Chemicals , Gorakhpur ,22,327.0,40
3301,Machino Plastics,Auto Components , Gurugram ,16,327.0,26
3302,Kpmg Resource Centre,Accounting & Auditing , Gurugram ,12,326.0,28
3303,Path Infotech,IT Services & Consulting , Noida ,9,326.0,23
3304,Kalkine Solutions,Financial Services , Noida ,2,326.0,19
3305,Glorious Insight,IT Services & Consulting , Noida ,6,326.0,4
3306,VIKRAN Engineering & Exim,Engineering & Construction , Mumbai ,66,326.0,39
3307,Allegis Global Solutions,Recruitment , Bengaluru ,11,326.0,14
3308,SOTC Travel Limited,Travel & Tourism , Mumbai ,33,326.0,23
3309,Plasser India,Industrial Machinery , Vadodara ,12,326.0,25
3310,Clarus Rcm Infotech,BPO , Hyderabad ,15,326.0,44
3311,Springer Nature in India,Analytics & KPO , Pune ,4,326.0,40
3312,TIBCO Software,Software Product , Pune ,7,325.0,48
3313,Kuwait National Petroleum Company,Oil & Gas , Kuwait City ,19,325.0,22
3314,IIT Bombay,Education & Training , Mumbai ,13,325.0,29
3315,6D Technologies,Telecom , Bengaluru ,13,325.0,47
3316,UNext,EdTech , Bengaluru ,13,325.0,41
3317,ICRA Analytics,Analytics & KPO , Kolkata ,5,326.0,46
3318,Adglobal360,,-1,-1,325.0,30
3319,Harsha Engineers,Auto Components , Ahmedabad ,12,325.0,32
3320,Selec Controls,Electronics Manufacturing , Mumbai ,21,325.0,31
3321,Ven Consulting,Recruitment , Bengaluru ,56,325.0,40
3322,Taco Bell,Hospitality , New Delhi ,39,325.0,18
3323,Pricol Precision Products,Auto Components , Hosur ,18,325.0,18
3324,Gi Group,Recruitment , Mumbai ,57,325.0,19
3325,Walplast Products,Engineering & Construction , Mumbai ,60,326.0,34
3326,Wonderla Holidays,Media & Entertainment , Bengaluru ,16,326.0,19
3327,Zopper,FinTech , Noida ,44,325.0,29
3328,CityMall,Internet , Gurugram ,23,325.0,33
3329,MUFG Bank,Banking , Bengaluru ,12,325.0,18
3330,Volvo Trucks,Automobile , Bengaluru ,34,324.0,30
3331,Lucas Indian Service,Auto Components , Chennai ,51,324.0,23
3332,Entab Infotech,EdTech , New Delhi ,14,324.0,34
3333,Rajsriya Automotive Industries,Auto Components , Hosur ,13,324.0,17
3334,Polyplastics Industries (I),Auto Components , Pune ,16,324.0,20
3335,Intelizign Lifecycle Services,IT Services & Consulting , Pune ,6,324.0,38
3336,AVASOFT,Software Product , Chennai ,7,324.0,199
3337,Sureti Insurance Marketing,Insurance , Coimbatore ,8,329.0,61
3338,BLS International Services,Travel & Tourism , New Delhi ,52,324.0,22
3339,Siti Networks,Media & Entertainment , Noida ,53,324.0,11
3340,Victora Tool Engineers,Auto Components , Faridabad ,16,324.0,9
3341,Sundaram Motors,Automobile , Chennai ,43,324.0,7
3342,Satguru Travels and Tour Services,Travel & Tourism , Pune ,36,324.0,33
3343,VXI Global Solutions,BPO , Hyderabad ,5,324.0,28
3344,Rushil Decor,Building Material , Ahmedabad ,34,323.0,17
3345,VGM Consultants,BPO , Kolkata ,49,323.0,19
3346,Brawn Group,Pharma , Faridabad ,14,323.0,20
3347,Dinshaws,Food Processing , Nagpur ,54,323.0,9
3348,VKC Group,Fashion & Textile , Kozhikode ,45,323.0,19
3349,Banco Products,Auto Components , Vadodara ,19,323.0,20
3350,DSV - Global Transport and Logistics,Logistics , Mumbai ,36,323.0,14
3351,Stellar Value Chain Solutions,Logistics , Mumbai ,39,322.0,37
3352,Aptean,Software Product , Bengaluru ,6,322.0,52
3353,Pharmed,Pharma , Bengaluru ,47,322.0,32
3354,Tudip Technologies,IT Services & Consulting , Pune ,7,322.0,77
3355,Peel-works,Software Product , Bengaluru ,26,322.0,9
3356,Patil Group,Engineering & Construction , Hyderabad ,45,322.0,30
3357,Veolia Water Technologies,Waste Management , Bengaluru ,52,322.0,25
3358,KJS Cement,Building Material , Maihar ,43,322.0,25
3359,CareEdge Ratings,Financial Services , Mumbai ,20,322.0,18
3360,EqualizeRCM Services,Analytics & KPO , Mysuru ,9,322.0,87
3363,DCDC Kidney Care,Healthcare , New Delhi ,76,322.0,21
3364,Nava Limited,Metals & Mining , Hyderabad ,28,322.0,23
3365,Hitech Digital Solutions,IT Services & Consulting , Ahmedabad ,18,322.0,30
3366,Kubota Agricultural Machinery India,Agriculture , Chennai ,46,321.0,20
3367,Senvion,Power , Bengaluru ,33,321.0,26
3368,Gyproc,,-1,-1,328.0,15
3369,Mahindra Truck and Bus,Automobile , Pune ,64,321.0,11
3370,Louis Philippe,Fashion & Textile , Bengaluru ,75,321.0,11
3371,Decimal Point Analytics,Analytics & KPO , Mumbai ,9,321.0,47
3372,Peregrine Guarding,Law Enforcement & Security , Gurugram ,50,321.0,14
3373,ITM Group of Institutions,Education & Training , Mumbai ,34,321.0,20
3374,Rainbow Childrens Hospital,Healthcare , Hyderabad ,14,321.0,25
3375,Techno Electric & Engineering Company,Engineering & Construction , Kolkata ,54,321.0,24
3376,Red Tape,Fashion & Textile , New Delhi ,67,321.0,24
3377,Balrampur Chini Mills Limited,Food Processing , Lucknow ,24,321.0,27
3378,Nitco,Building Material , Mumbai ,59,321.0,12
3379,IFFCO Kisan Sanchar,Agro Chemicals , New Delhi ,72,320.0,26
3380,convergys india services,,-1,-1,320.0,29
3382,Rio Tinto,Metals & Mining , Gurugram ,12,320.0,47
3383,Global Calcium,Pharma , Hosur ,7,320.0,27
3384,Can Fin Homes,NBFC , Bengaluru ,82,320.0,21
3385,Himadri Speciality Chemical Limited,Chemicals , Kolkata ,15,320.0,28
3386,KLJ GROUP,Petrochemicals , Bharuch ,18,320.0,18
3387,E-Solutions,Recruitment , Noida ,23,320.0,14
3388,Boehringer-Ingelheim,Pharma , Mumbai ,55,320.0,14
3389,Shree Renuka Sugars,Food Processing , Belagavi ,43,320.0,20
3390,ESAB,Industrial Machinery , Chennai ,27,320.0,25
3391,Aabasoft,IT Services & Consulting , Kochi ,12,319.0,46
3392,Corizo,Education & Training , Bengaluru ,16,320.0,79
3393,Lernx,,-1,-1,319.0,56
3394,Han Digital,Recruitment , Bengaluru ,22,319.0,36
3395,Scaleneworks,Recruitment , Bengaluru ,31,319.0,13
3396,Mirza International,Fashion & Textile , New Delhi ,32,319.0,9
3397,GITAM University,Education & Training , Visakhapatnam ,11,319.0,19
3398,TestingXperts,IT Services & Consulting , Chandigarh ,12,319.0,52
3399,Robosoft Technologies,IT Services & Consulting , Bengaluru ,13,319.0,45
3401,Technosoft Engineering Projects Limited,Industrial Automation , Mumbai ,6,318.0,33
3403,Sheraton Hotels and Resorts,Hospitality , Bengaluru ,23,319.0,10
3404,SAR Group,Consumer Electronics & Appliances , Gurugram ,38,318.0,13
3405,Toyota Financial Services,Financial Services , Bengaluru ,60,319.0,13
3406,MobileComm Technologies India,Telecom , Gurugram ,31,318.0,16
3407,Highway Industries,Engineering & Construction , Ludhiana ,18,318.0,23
3408,Kent plc,Oil & Gas , Mumbai ,28,318.0,25
3409,Cadence Design Systems,Semiconductors , Noida ,16,319.0,65
3410,Vashi Integrated Solutions Limited,Industrial Machinery , Mumbai ,27,318.0,23
3411,Holisol Logistics,Logistics , New Delhi ,59,317.0,15
3412,MDC Group of Companies,Pharma , Mumbai ,5,317.0,3
3413,Haleon,Pharma , Bengaluru ,64,361.0,47
3414,Merit Data and Technology,Analytics & KPO , Chennai ,6,317.0,16
3415,Danske IT,IT Services & Consulting , Bengaluru ,2,317.0,19
3416,Groz Engineering Tools,Industrial Machinery , Gurugram ,24,317.0,20
3417,Pps Motors,Automobile , Hyderabad ,56,317.0,15
3418,Greentech Industries,Industrial Machinery , Nellore ,17,317.0,17
3419,Novel Office,Real Estate , Bengaluru ,14,317.0,69
3420,Apisero,IT Services & Consulting , Bengaluru ,11,317.0,67
3421,UNITILE,Building Material , Mumbai ,15,317.0,43
3422,Telesonic Networks,Telecom , Chennai ,46,316.0,8
3423,Sarvagram Fincare,NBFC , Pune ,110,316.0,17
3424,InsanelyGood,Internet , Bengaluru ,25,316.0,20
3425,Accel IT Services,IT Services & Consulting , Chennai ,60,316.0,21
3426,Omax Autos,Auto Components , Gurugram ,18,316.0,12
3427,Swastika Investmart,Investment Banking / Venture Capital / Private Equity , Indore ,46,316.0,15
3428,Compunnel,IT Services & Consulting , Noida ,15,316.0,22
3429,Inventia Healthcare,Pharma , Mumbai ,10,316.0,14
3430,Savex Technologies,Other , Mumbai ,51,316.0,16
3431,Aujas Cybersecurity-NuSummit company,IT Services & Consulting , Bengaluru ,12,316.0,28
3432,Alkyl Amines,Chemicals , Pune ,14,316.0,15
3433,Honda India Power Products,Industrial Machinery , Greater Noida ,29,316.0,27
3434,BIC Cello,Other , Mumbai ,52,316.0,10
3435,Luxor Writing Instruments,Other , Noida ,40,316.0,13
3436,VSoft Technologies,FinTech , Hyderabad ,20,315.0,12
3437,Versuni India Home Solutions,Consumer Electronics & Appliances , Chennai ,42,315.0,19
3438,People Prime Worldwide,Recruitment , Hyderabad ,8,315.0,40
3439,Fino Paytech,FinTech , Mumbai ,81,315.0,7
3443,SNVA Group,IT Services & Consulting , Noida ,6,315.0,24
3444,Olectra Greentech,Automobile , Hyderabad ,28,315.0,26
3445,Competent Software,IT Services & Consulting , New Delhi ,9,314.0,7
3446,Markelytics Solutions,Analytics & KPO , Bangalore / Bengaluru ,5,314.0,2
3447,Jms Mining Services,Metals & Mining , Kolkata ,28,314.0,40
3448,Cohizon Life Sciences Limited,Chemicals , Ankleshwar ,12,314.0,25
3449,Western Digital,Consumer Electronics & Appliances , Bengaluru ,10,314.0,53
3450,MIOT INTERNATIONAL,Healthcare , Chennai ,9,314.0,17
3451,ETA Engineering,Engineering & Construction , New Delhi ,24,314.0,9
3452,Lion Engineering Consultants,Engineering & Construction , Bhopal ,71,314.0,13
3453,Resurgent India,Investment Banking / Venture Capital / Private Equity , Gurugram ,11,314.0,4
3454,Stellantis Avtec Powertrain,,-1,-1,313.0,13
3455,Annexmed,,-1,-1,313.0,16
3456,Laser Power & Infra,Electrical Equipment , Kolkata ,40,313.0,19
3457,Abbott Nutrition International,Pharma , Mumbai ,62,313.0,13
3458,Modern V.R. Security Force,Law Enforcement & Security , Mumbai ,72,313.0,11
3459,Newt Global,IT Services & Consulting , Chennai ,9,313.0,61
3462,Tenon Facility Management,Facility Management Services , Gurugram ,47,313.0,21
3463,Karvy Financial Services,Financial Services , Hyderabad / Secunderabad ,43,312.0,12
3464,Jorie Healthcare,Healthcare , Sahibzada Ajit Singh Nagar ,7,312.0,10
3465,VML,,-1,-1,312.0,21
3466,"Nitor Infotech, an Ascendion company",Software Product , Pune ,7,312.0,52
3467,Hindustan Wellness,Healthcare , Gurugram ,24,312.0,37
3468,Universal Mep Projects & Engineering Services,Engineering & Construction , Mumbai ,65,312.0,22
3469,Aristocrat,Gaming , Noida ,10,312.0,61
3470,NACL Industries,Agro Chemicals , Hyderabad ,52,311.0,28
3471,Genisys Group,IT Services & Consulting , Bengaluru ,13,312.0,21
3472,Aksentt Tech Services,IT Services & Consulting , Mumbai ,19,311.0,154
3473,ProConnect Integrated Logistics,Logistics , Chennai ,47,311.0,11
3474,Tata Play Fiber,Telecom , Mumbai ,32,311.0,15
3475,IQ BackOffice,Financial Services , Chennai ,7,311.0,16
3476,Smaaash Entertainment,Sports & Recreation , Mumbai ,28,311.0,33
3477,Radiant Cash Management Services,Financial Services , Chennai ,61,311.0,9
3478,Moody's Analytics,Analytics & KPO , Gurugram ,5,311.0,23
3479,Cactus Communications,Software Product , Mumbai ,13,311.0,55
3480,MSM Unify,EdTech , Ahmedabad ,24,311.0,66
3481,Signutra (Health & Nutrition Division of Win - Medicare Pvt Ltd),Pharma , New Delhi ,58,311.0,17
3482,Listenlights,Engineering & Construction , Mumbai ,11,311.0,32
3483,SPML Infra,Engineering & Construction , Kolkata ,51,310.0,22
3484,Paragon Digital Services,Marketing & Advertising , Chennai ,7,311.0,22
3485,BYJU'S Exam Prep,EdTech , Noida ,26,310.0,25
3486,ClaySys,IT Services & Consulting , Kochi ,9,310.0,77
3487,Frigorifico Allana,Food Processing , Chhatrapati Sambhajinagar ,33,311.0,12
3488,Airtel DTH Services,Telecom , Gurugram ,110,310.0,26
3489,ZF India Technology Center,Auto Components , Hyderabad ,6,310.0,40
3490,Darwinbox,Software Product , Hyderabad ,11,310.0,54
3491,KnowledgeHut,EdTech , Bengaluru ,19,309.0,12
3492,Essar Projects India,Engineering & Construction , Surat ,41,309.0,9
3493,Bharat IT Services,IT Services & Consulting , New Delhi ,48,309.0,17
3494,Indo Farm Equipment,Industrial Machinery , Baddi ,44,309.0,15
3495,LetsTransport,Logistics , Bengaluru ,32,309.0,25
3496,Sphinx Worldbiz,Engineering & Construction , Pune ,18,309.0,37
3497,Adani Gas,Oil & Gas , Ahmedabad ,53,309.0,36
3498,KEPCO Plant Service & Engineering,Engineering & Construction , Bhavnagar ,23,309.0,16
3499,Gammon Engineers And Contractors,Engineering & Construction , Mumbai ,40,309.0,21
3500,MARK EXHAUST SYSTEMS,Auto Components , Gurugram ,11,309.0,20
3501,Kusum Healthcare,Pharma , Bhiwadi ,8,309.0,14
3502,AI Variant,IT Services & Consulting , Bengaluru ,12,309.0,37
3503,Ubisoft Entertainment,Gaming , Pune ,7,309.0,37
3504,Infiniti Software Solutions,Software Product , Chennai ,6,308.0,106
3505,ILJIN ELECTRONICS,Semiconductors , Noida ,16,308.0,23
3506,Princess Cruises,Travel & Tourism , Mumbai ,19,308.0,12
3507,Deepak Phenolics,Chemicals , Bharuch ,12,308.0,27
3508,ABI Showatech,Auto Components , Chennai ,11,308.0,10
3509,Hinduja Finance,NBFC , Chennai ,136,308.0,12
3510,Walsons Facility Solutions,Recruitment , Gurugram ,42,308.0,13
3511,Softcell Technologies,IT Services & Consulting , Mumbai ,15,308.0,23
3512,Alicon Castalloy,Auto Components , Pune ,12,308.0,12
3513,Jodas Expoim,Pharma , Hyderabad ,6,308.0,24
3514,Mit World Peace University,Education & Training , Pune ,5,308.0,17
3515,Jaiprakash Power Ventures,Power , Singrauli ,21,308.0,31
3516,Irclass Systems And Solutions,Ports & Shipping , Mumbai ,38,308.0,34
3517,Renom Energy Services,Engineering & Construction , Pune ,48,308.0,21
3518,NR Consulting,Recruitment , Noida ,15,308.0,60
3519,Yubi,FinTech , Chennai ,12,309.0,44
3520,Creative Hands HR Consultancy,Recruitment , Chennai ,39,308.0,38
3521,ISMT,Iron & Steel , Pune ,6,307.0,19
3522,Ratnamani Metals and Tubes,Iron & Steel , Ahmedabad ,17,309.0,14
3523,Katerra,Engineering & Construction , Bengaluru ,18,307.0,22
3524,Laxmi Civil Engineering Services,Engineering & Construction , Kolhapur ,57,308.0,16
3525,Angelique International,Engineering & Construction , Noida ,21,307.0,13
3526,doodleblue innovation,IT Services & Consulting , Chennai ,4,308.0,25
3527,Quintessence Business Solutions & Services,Analytics & KPO , Coimbatore ,2,307.0,9
3528,DEC Infra,Real Estate , Hyderabad ,22,307.0,30
